 Part Number , Target Date , Customer Name , Customer Code , Status 
CBC105L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC105R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC115L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC115R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC149L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC149R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC155L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC155R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC160L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC160R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC163L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC163R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC262L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC262R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC265L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC265R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC269L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC269R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC270L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC270R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC272L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC272R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC273L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC273R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC303L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC303R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC312L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC312R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC318L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC318R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC319L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC319R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC320L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC320R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC321L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC321R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC326L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC326R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC334L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC334R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC337L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC337R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC347L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC347R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC354L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC354R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC383L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC383R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC393L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC393R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC399L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC399R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC413L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC413R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC417L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC417R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC418L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC418R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC423L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC423R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC433L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC433R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC437L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC437R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC453L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC453R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC463L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC463R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC466L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC466R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC485L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC485R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC493L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC493R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC499L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC499R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC500L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC500R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC502L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC502R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC509L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC509R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC512L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC512R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC596L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC596R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC598L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC598R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC601L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC601R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC547L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC547R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC554L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC554R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC566L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC566R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC573L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC573R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC615L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC615R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC620L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC620R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC624L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC624R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC625L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC625R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC627L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC627R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC630L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC630R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC632L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC632R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC633L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC633R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC634L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC634R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC636L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC636R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC532L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC532R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC571L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC571R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC639L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC639R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC677L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC677R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC680L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC680R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC574L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC574R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC550L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC550R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC579L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC579R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC607L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC607R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC659L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC659R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC712L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC712R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC716L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC716R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC718L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC718R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC720L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC720R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC733L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC733R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC746L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC746R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC752L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC752R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC758L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC758R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC768L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC768R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC771L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC771R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC773L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC773R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC774L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC774R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC782L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC782R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC783L,21-08-2024,AUTOERA,AUTOERA,No Discount
CBC783R,21-08-2024,AUTOERA,AUTOERA,No Discount
CBC549L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC549R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC583L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC583R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC648L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC648R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC793L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC793R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC799L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC799R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC803L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC803R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC807L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC807R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC808L,21-08-2024,AUTOERA,AUTOERA,No Discount
CBC808R,21-08-2024,AUTOERA,AUTOERA,No Discount
CBC575L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC575R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC829L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC829R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC831L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC831R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC833L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC860L,21-08-2024,AUTOERA,AUTOERA,No Discount
CBC860R,21-08-2024,AUTOERA,AUTOERA,No Discount
CBC872L,21-08-2024,AUTOERA,AUTOERA,No Discount
CBC872R,21-08-2024,AUTOERA,AUTOERA,No Discount
CBC873L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC873R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC656L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC656R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC001L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC001R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC002R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC003L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC003R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC004L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC004R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC005L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC005R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC006L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC006R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC007L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC007R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC008L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC008R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC009L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC009R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC010L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC010R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC011L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC011R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC012L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC012R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC013L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC013R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC014L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC014R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC015L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC015R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC016L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC016R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC017L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC017R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC018L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC018R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC019L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC019R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC020L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC020R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC021L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC021R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC022L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC022R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC023L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC023R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC024L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC024R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC025L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC025R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC026L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC026R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC027L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC027R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC028L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC028R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC029L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC029R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC030L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC030R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC031L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC031R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC032L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC032R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC033L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC033R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC035L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC035R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC036L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC036R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC037L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC037R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC038L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC038R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC039L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC039R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC040L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC040R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC041L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC041R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC042L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC042R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC043L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC043R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC044L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC044R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC045L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC045R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC046L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC046R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC047L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC047R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC048L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC048R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC049L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC049R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC050L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC050R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC051L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC051R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC052L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC052R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC053L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC053R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC054L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC054R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC055L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC055R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC056L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC056R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC057L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC057R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC059L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC059R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC061L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC061R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC062L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC062R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC063L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC063R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC064L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC064R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC065L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC065R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC066L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC066R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC067L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC067R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC068L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC068R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC071L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC071R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC072L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC072R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC073L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC073R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC074L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC074R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC077L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC077R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC078L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC078R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC079L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC079R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC080L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC080R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC081L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC081R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC082L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC082R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC085L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC085R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC087L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC087R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC088L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC088R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC091L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC091R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC092L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC092R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC094L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC094R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC095L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC095R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC096L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC096R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC097L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC097R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC098L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC098R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC099L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC099R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC100L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC100R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC101L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC101R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC102L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC102R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC103L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC103R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC104L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC104R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC106L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC106R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC108L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC108R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC109L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC109R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC110L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC110R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC111L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC111R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC112L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC112R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC113L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC113R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC116L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC116R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC117L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC117R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC118L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC118R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC119L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC119R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC120L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC120R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC121L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC121R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC122L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC122R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC123L,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC123R,21-08-2024,AUTOERA,AUTOERA,Target Accepted
CBC124L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC124R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC125L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC125R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC126L,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC126R,21-08-2024,AUTOERA,AUTOERA,Best Offered
CBC128L,21-08-2024,AUTOERA,AUTOERA,Best Offered
